Company,TypeName,Inches,ScreenResolution,Cpu,Ram,Memory,Gpu,OpSys,Weight,Price,Cpu_Value,Cpu_Generation,Memory_Type,Gpu_Category
Asus,Notebook,15.6,Full HD 1920x1080,Intel Celeron Dual Core N3350 1.1GHz,4GB,1tb hdd,intel hd graphics 500,Windows 10,2kg,5512058.9568,1,other,2,Card onboard
Acer,Notebook,15.6,1366x768,Intel Core i3 6006U 2GHz,4GB,1tb hdd,intel hd graphics 520,Windows 10,2.1kg,7162471.9584,1,3,2,Card onboard
Dell,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,512gb ssd,nvidia geforce gtx 1050,Windows 10,2.56kg,20017426.663872,1,2,1,Card rời
Dell,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,1.0tb hybrid,nvidia geforce gtx 1050,Windows 10,2.62kg,14405061.052800002,1,2,0,Card rời
Lenovo,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,4GB,128gb ssd,intel hd graphics 620,Windows 10,1.9kg,7979666.7456,1,1,1,Card onboard
MSI,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,256gb ssd +  1tb hdd,nvidia geforce gtx 1060,Windows 10,2.8kg,30284277.408,1,2,0,Card rời
HP,Ultrabook,14,Full HD 1920x1080,Intel Core i5 7500U 2.7GHz,4GB,256gb ssd,intel hd graphics 620,Windows 10,1.48kg,17337348.2304,1,1,1,Card onboard
HP,Notebook,15.6,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,6GB,256gb ssd,amd radeon 520,Windows 10,1.91kg,9918501.4368,1,1,1,Khác
Lenovo,2 in 1 Convertible,14,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i3 7100U 2.4GHz,4GB,256gb ssd,intel hd graphics 620,Windows 10,1.74kg,10078735.708800001,1,3,1,Card onboard
Asus,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,Intel Core i5 8250U 1.6GHz,8GB,256gb ssd,intel hd graphics 620,Windows 10,1.1kg,21070806.768,1,1,1,Card onboard
Dell,2 in 1 Convertible,15.6,Full HD / Touchscreen 1920x1080,Intel Core i7 8550U 1.8GHz,8GB,256gb ssd,intel uhd graphics 620,Windows 10,1.56kg,16808575.1328,1,2,1,Card onboard
Toshiba,Notebook,15.6,1366x768,Intel Core i3 6006U 2.2GHz,4GB,500gb hdd,intel hd graphics 520,Windows 10,2.1kg,7162471.9584,1,3,2,Card onboard
Asus,Notebook,15.6,1366x768,AMD A9-Series 9420 3GHz,4GB,1tb hdd,amd radeon r5 m420,Windows 10,2.03kg,6457441.1616,2,other,2,Khác
Acer,Notebook,17.3,IPS Panel Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,4GB,256gb ssd,nvidia geforce mx150,Windows 10,3kg,12898858.896000002,1,1,1,Card rời
Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8GB,256gb ssd,amd radeon 520,Windows 10,2.13kg,11665055.0016,1,1,1,Khác
Lenovo,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,256gb ssd,nvidia geforce gtx 1050 ti,Windows 10,2.5kg,17289277.9488,1,2,1,Card rời
Acer,Notebook,15.6,1366x768,Intel Celeron Dual Core N3350 1.1GHz,4GB,1tb hdd,intel hd graphics 500,Windows 10,2.1kg,5576152.6656,1,other,2,Card onboard
MSI,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,256gb ssd +  1tb hdd,nvidia geforce gtx 1060,Windows 10,2.4kg,28826145.5328,1,2,0,Card rời
Acer,Notebook,15.6,1366x768,Intel Pentium Quad Core N4200 1.1GHz,4GB,1tb hdd,intel hd graphics 505,Windows 10,2.1kg,5824676.0214720005,1,other,2,Card onboard
Dell,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,128gb ssd +  1tb hdd,nvidia geforce gtx 1050,Windows 10,2.56kg,16992684.311328,1,2,0,Card rời
Acer,Notebook,17.3,IPS Panel Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8GB,256gb ssd,nvidia geforce mx150,Windows 10,3kg,13684006.828800002,1,1,1,Card rời
HP,Notebook,13.3,IPS Panel Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,4GB,500gb hdd,intel uhd graphics 620,Windows 10,1.49kg,12081664.108800001,1,1,2,Card onboard
Huawei,Ultrabook,13,IPS Panel Full HD 2160x1440,Intel Core i5 7200U 2.5GHz,8GB,256gb ssd,intel hd graphics 620,Windows 10,1.05kg,21615603.2928,1,1,1,Card onboard
HP,Notebook,17.3,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,6GB,2tb hdd,amd radeon 520,Windows 10,2.71kg,11200375.6128,1,1,2,Khác
Lenovo,Notebook,15.6,1366x768,AMD A6-Series 9220 2.9GHz,4GB,500gb hdd,amd radeon r4 graphics,No OS,2.2kg,4951239.0048,2,other,2,Khác
Toshiba,Notebook,15.6,1366x768,Intel Core i3 7100U 2.4GHz,4GB,500gb hdd,intel hd graphics 620,Windows 10,5.4kg,7835455.9008,1,3,2,Card onboard
HP,Notebook,17.3,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8GB,256gb ssd,nvidia geforce 930mx,Windows 10,2.5kg,14789623.3056,1,1,1,Card rời
Dell,Notebook,15.6,1366x768,Intel Core i3 7100U 2.4GHz,8GB,1tb hdd,intel hd graphics 620,Windows 10,2.3kg,7354753.0848,1,3,2,Card onboard
Acer,Notebook,15.6,1366x768,Intel Core i3 6006U 2GHz,4GB,128gb ssd,intel hd graphics 520,Windows 10,2.1kg,7194518.8128,1,3,1,Card onboard
MSI,Gaming,18.4,Full HD 1920x1080,Intel Core i7 6920HQ 2.9GHz,32GB,512gb ssd +  1tb hdd,nvidia gtx 980 sli,Windows 10,4.4kg,44849572.7328,1,2,0,Card rời
Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,128gb ssd +  1tb hdd,amd r17m-m1-70,Windows 10,1.90kg,13027046.3136,1,1,0,Khác
HP,2 in 1 Convertible,13.3,IPS Panel 4K Ultra HD / Touchscreen 3840x2160,Intel Core i5 8250U 1.6GHz,8GB,256gb ssd,intel uhd graphics 620,Windows 10,1.29kg,24019117.3728,1,1,1,Card onboard
Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,16GB,256gb ssd +  2tb hdd,amd radeon 530,Linux,2.02kg,16808575.1328,1,2,0,Khác
Dell,Ultrabook,13.3,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8GB,256gb ssd,intel uhd graphics 620,Windows 10,1.23kg,22416774.6528,1,1,1,Card onboard
Lenovo,2 in 1 Convertible,13.9,IPS Panel 4K Ultra HD / Touchscreen 3840x2160,Intel Core i7 8550U 1.8GHz,16GB,512gb ssd,intel uhd graphics 620,Windows 10,1.4kg,29627316.8928,1,2,1,Card onboard
Toshiba,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,8GB,128gb ssd,intel hd graphics 620,Windows 10,2.0kg,12706577.7696,1,1,1,Card onboard
Xiaomi,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8GB,256gb ssd,nvidia geforce mx150,No OS,1.95kg,19212089.2128,1,1,1,Card rời
Dell,Notebook,17.3,Full HD / Touchscreen 1920x1080,Intel Core i7 8550U 1.8GHz,16GB,512gb ssd,nvidia geforce 150mx,Windows 10,2.77kg,24820288.7328,1,2,1,Card rời
Dell,Notebook,15.6,4K Ultra HD / Touchscreen 3840x2160,Intel Core i7 7700HQ 2.8GHz,16GB,512gb ssd,nvidia geforce gtx 1050,Windows 10,2.06kg,38408154.9984,1,2,1,Card rời
Lenovo,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8GB,256gb ssd,nvidia geforce gtx 1050,No OS,2.4kg,12482249.788800001,1,1,1,Card rời
Acer,Ultrabook,13.3,IPS Panel Full HD 1920x1080,Intel Core i5 7Y54 1.2GHz,8GB,256gb ssd,intel hd graphics 615,Windows 10,1.12kg,15847169.5008,1,1,1,Card onboard
Dell,Notebook,17.3,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8GB,128gb ssd +  1tb hdd,amd radeon 530,Windows 10,2.8kg,17385418.512000002,1,2,0,Khác
Vero,Notebook,14,IPS Panel Full HD 1920x1080,Intel Celeron Dual Core N3350 1.1GHz,4GB,32gb flash storage,intel hd graphics 500,Windows 10,1.3kg,4166091.0719999997,1,other,0,Card onboard
Xiaomi,Ultrabook,13.3,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256gb ssd,nvidia geforce mx150,No OS,1.3kg,16021824.85728,1,1,1,Card rời
Lenovo,Notebook,17.3,1600x900,Intel Core i5 8250U 1.6GHz,8GB,256gb ssd,nvidia geforce mx150,No OS,2.8kg,11184352.185600001,1,1,1,Card rời
Dell,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 8550U 1.8GHz,8GB,1tb hdd,intel uhd graphics 620,Windows 10,1.62kg,13443655.4208,1,2,2,Card onboard
HP,Notebook,17.3,IPS Panel Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8GB,1tb hdd,nvidia geforce 930mx,Windows 10,2.5kg,14645412.4608,1,1,2,Card rời
Razer,Gaming,17.3,4K Ultra HD / Touchscreen 3840x2160,Intel Core i7 7820HK 2.9GHz,32GB,1tb ssd,nvidia geforce gtx 1080,Windows 10,3.49kg,17609746.4928,1,2,1,Card rời
HP,Notebook,13.3,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8GB,512gb ssd,intel uhd graphics 620,Windows 10,1.49kg,15366466.684799999,1,1,1,Card onboard
HP,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,256gb ssd +  1tb hdd,nvidia geforce gtx 1050,Windows 10,3.35kg,22096306.108799998,1,2,0,Card rời
HP,Notebook,17.3,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8GB,256gb ssd,nvidia geforce 930mx,Windows 10,2.5kg,16744481.424,1,2,1,Card rời
Dell,Gaming,15.6,IPS Panel 4K Ultra HD 3840x2160,Intel Core i7 7700HQ 2.8GHz,16GB,512gb ssd +  1tb hdd,nvidia geforce gtx 1060,Windows 10,2.65kg,29563223.184000004,1,2,0,Card rời
Lenovo,Notebook,15.6,1366x768,Intel Core i5 6200U 2.3GHz,4GB,128gb ssd,intel hd graphics 520,Windows 10,2.1kg,7899549.6096,1,1,1,Card onboard
Acer,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,1tb hdd,nvidia geforce 940mx,Windows 10,2.23kg,11889382.9824,1,2,2,Card rời
Lenovo,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,512gb ssd +  1tb hdd,nvidia geforce gtx 1060,Windows 10,3.2kg,28024974.1728,1,2,0,Card rời
Dell,Workstation,15.6,4K Ultra HD 3840x2160,Intel Xeon E3-1505M V6 3GHz,16GB,256gb ssd +  1tb hdd,nvidia quadro m1200,Windows 10,2.8kg,19212089.2128,1,other,0,Card rời
Lenovo,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,512gb ssd,nvidia geforce gtx 1060,No OS,2.4kg,22400751.2256,1,2,1,Card rời
Dell,Notebook,15.6,Touchscreen 1366x768,Intel Core i3 7100U 2.4GHz,6GB,1tb hdd,intel hd graphics 620,Windows 10,2.3kg,7034284.5408,1,3,2,Card onboard
Dell,Ultrabook,13.3,IPS Panel 4K Ultra HD / Touchscreen 3840x2160,Intel Core i7 8550U 1.8GHz,8GB,256gb ssd,intel uhd graphics 620,Windows 10,1.21kg,31229659.612800002,1,2,1,Card onboard
Dell,Ultrabook,13.3,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8GB,256gb ssd,intel uhd graphics 620,Windows 10,?,23217946.0128,1,2,1,Card onboard
Acer,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,1tb hdd,nvidia geforce gtx 1050,Linux,2.4kg,12482249.788800001,1,2,2,Card rời
Asus,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,256gb ssd +  1tb hdd,nvidia geforce gtx 1050,Windows 10,2.9kg,22544962.070400003,1,2,0,Card rời
HP,Notebook,15.6,Full HD 1920x1080,Intel Core i3 6006U 2GHz,4GB,500gb hdd,intel hd graphics 520,No OS,2.1kg,5592176.092800001,1,3,2,Card onboard
Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256gb ssd,intel hd graphics 620,No OS,2.2kg,8796861.5328,1,1,1,Card onboard
Huawei,Ultrabook,13,IPS Panel Full HD 2160x1440,Intel Core i7 7500U 2.7GHz,8GB,512gb ssd,intel hd graphics 620,Windows 10,1.05kg,24019117.3728,1,2,1,Card onboard
Dell,Ultrabook,13.3,IPS Panel Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8GB,256gb ssd,amd radeon 530,Windows 10,1.4kg,14931911.339136,1,2,1,Khác
Lenovo,Notebook,17.3,1600x900,Intel Core i5 7200U 2.5GHz,8GB,1tb hdd,nvidia geforce gtx 940mx,No OS,2.8kg,9437798.6208,1,1,2,Card rời
HP,Notebook,14,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8GB,256gb ssd,nvidia geforce 930mx,Windows 10,1.63kg,16520153.443200001,1,2,1,Card rời
Dell,Ultrabook,14,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8GB,256gb ssd,intel uhd graphics 620,Windows 10,1.6kg,18410917.8528,1,1,1,Card onboard
Dell,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,Intel Core i7 8550U 1.8GHz,16GB,512gb ssd,intel uhd graphics 620,Windows 10,1.62kg,20493963.3888,1,2,1,Card onboard
Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8GB,256gb ssd,amd radeon 520,Linux,2.2kg,10853468.41392,1,1,1,Khác
Lenovo,2 in 1 Convertible,14,IPS Panel Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8GB,256gb ssd,intel uhd graphics 620,Windows 10,1.74kg,14405061.052800002,1,1,1,Card onboard
Toshiba,Ultrabook,13.3,Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,8GB,256gb ssd,intel hd graphics 520,Windows 10,1.2kg,21839931.2736,1,2,1,Card onboard
HP,Notebook,15.6,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8GB,1tb hdd,intel uhd graphics 620,Windows 10,2.1kg,12722601.196800001,1,1,2,Card onboard
Dell,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,256gb ssd +  1tb hdd,nvidia geforce gtx 1060,Windows 10,4.42kg,39358985.168448,1,2,0,Card rời
Acer,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,256gb ssd,nvidia geforce 940mx,Windows 10,2.2kg,13331491.4304,1,2,1,Card rời
Dell,Notebook,15.6,Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,16GB,1tb hdd,amd radeon r7 m445,Windows 10,2.3kg,13764284.199072,1,2,2,Khác
Asus,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256gb ssd,nvidia geforce 920mx,Windows 10,2kg,12322015.5168,1,1,1,Card rời
Asus,Notebook,17.3,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256gb ssd +  500gb hdd,nvidia geforce gtx 950m,Windows 10,2.69kg,14276873.635200001,1,1,0,Card rời
HP,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,1tb hdd,amd firepro w4190m,Windows 10,1.9kg,20333729.116800003,1,2,2,Khác
Asus,Notebook,15.6,1366x768,Intel Core i3 7100U 2.4GHz,4GB,1tb hdd,intel hd graphics 620,Windows 10,2.37kg,6393187.218528001,1,3,2,Card onboard
HP,Notebook,15.6,1366x768,AMD E-Series 9000e 1.5GHz,4GB,500gb hdd,amd radeon r2,Windows 10,2.1kg,5287730.976000001,2,other,2,Khác
Lenovo,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,256gb ssd +  1tb hdd,nvidia geforce gtx 1060,Windows 10,3.2kg,24019117.3728,1,2,0,Card rời
Dell,Notebook,14,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256gb ssd,intel hd graphics 620,Windows 10,1.6kg,13764123.9648,1,1,1,Card onboard
Acer,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i5 6200U 2.3GHz,8GB,256gb ssd,intel hd graphics 520,Windows 10,1.6kg,11040141.3408,1,1,1,Card onboard
Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,16GB,256gb ssd,amd radeon r7 m445,Linux,2.36kg,14405061.052800002,1,2,1,Khác
Acer,Notebook,15.6,1366x768,Intel Core i3 6006U 2GHz,4GB,1tb hdd,intel hd graphics 520,Linux,2.1kg,6249136.608,1,3,2,Card onboard
Asus,Notebook,15.6,Full HD 1920x1080,AMD A10-Series A10-9620P 2.5GHz,4GB,128gb ssd +  1tb hdd,amd radeon r5 m430,Windows 10,2.2kg,9213470.64,2,other,0,Khác
Asus,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7820HK 2.9GHz,32GB,512gb ssd +  1tb hdd,nvidia geforce gtx 1080,Windows 10,4.7kg,28826145.5328,1,2,0,Card rời
Acer,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8GB,256gb ssd,nvidia geforce gtx 1050,Windows 10,2.5kg,13555819.4112,1,1,1,Card rời
Lenovo,Notebook,15.6,1366x768,Intel Core i3 6006U 2GHz,8GB,128gb ssd,intel hd graphics 520,Windows 10,7.2kg,9437798.6208,1,3,1,Card onboard
Asus,Notebook,17.3,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8GB,128gb ssd +  1tb hdd,nvidia geforce 150mx,Windows 10,2.1kg,18346824.144,1,2,0,Card rời
Asus,Notebook,17.3,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,128gb ssd +  1tb hdd,nvidia geforce gtx 950m,No OS,2.69kg,14244826.7808,1,2,0,Card rời
Dell,Gaming,15.6,Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8GB,256gb ssd,nvidia geforce gtx 1050,Windows 10,2.56kg,14084592.508800002,1,1,1,Card rời
Lenovo,2 in 1 Convertible,13.9,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,256gb ssd,intel hd graphics 620,Windows 10,1.38kg,17289277.9488,1,2,1,Card onboard
Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8GB,128gb ssd +  2tb hdd,amd radeon 530,Windows 10,2.2kg,15783075.792000001,1,2,0,Khác
HP,Notebook,15.6,Touchscreen 1366x768,Intel Core i5 7200U 2.5GHz,8GB,1tb hdd,intel hd graphics 620,Windows 10,2.04kg,8957095.8048,1,1,2,Card onboard
Asus,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7820HK 2.9GHz,16GB,256gb ssd,nvidia geforce gtx 1080,Windows 10,3.6kg,17609746.4928,1,2,1,Card rời
HP,Notebook,13.3,IPS Panel Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,4GB,500gb hdd,intel uhd graphics 620,Windows 10,1.49kg,10815813.36,1,1,2,Card onboard
Apple,Ultrabook,13.3,IPS Panel Retina Display 2560x1600,Intel Core i5 3.1GHz,8GB,512gb ssd,intel iris plus graphics 650,macOS,1.37kg,32687791.488,1,1,1,Card onboard
Dell,2 in 1 Convertible,15.6,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 8550U 1.8GHz,8GB,1tb hdd,intel uhd graphics 620,Windows 10,2.08kg,13123186.8768,1,2,2,Card onboard
Asus,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,256gb ssd +  1tb hdd,nvidia geforce gtx 980m,Windows 10,4.3kg,28826145.5328,1,2,0,Card rời
Asus,Notebook,15.6,1366x768,AMD A9-Series 9420 3GHz,4GB,1tb hdd,amd radeon r5 m420,Windows 10,1.68kg,7514987.3568,2,other,2,Khác
Lenovo,2 in 1 Convertible,13.9,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 8550U 1.8GHz,8GB,512gb ssd,intel uhd graphics 620,Windows 10,1.37kg,29627316.8928,1,2,1,Card onboard
Acer,Notebook,17.3,IPS Panel Full HD 1920x1080,Intel Core i3 7130U 2.7GHz,4GB,256gb ssd,nvidia geforce mx130,Windows 10,3kg,11248445.894399999,1,3,1,Card rời
Dell,Ultrabook,13.3,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8GB,256gb ssd,intel uhd graphics 620,Windows 10,1.41kg,15206232.412800001,1,1,1,Card onboard
HP,Notebook,15.6,1366x768,AMD A6-Series A6-9220 2.5GHz,8GB,128gb ssd,amd radeon r4 graphics,Windows 10,1.91kg,7144846.18848,2,other,1,Khác
HP,Notebook,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,16GB,1tb hdd,nvidia geforce mx150,Windows 10,2.9kg,16968809.404799998,1,2,2,Card rời
MSI,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,512gb ssd +  1tb hdd,nvidia geforce gtx 1070,Windows 10,4.14kg,40042544.5728,1,2,0,Card rời
Lenovo,2 in 1 Convertible,15.6,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,512gb ssd,nvidia geforce gtx 1050m,Windows 10,2kg,27223802.8128,1,2,1,Card rời
Dell,Notebook,17.3,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8GB,128gb ssd +  1tb hdd,amd radeon 530,Windows 10,2.8kg,18298753.862400003,1,2,0,Khác
Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Core i3 6006U 2GHz,4GB,256gb ssd,intel hd graphics 520,No OS,2.2kg,7114401.6768000005,1,3,1,Card onboard
HP,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,4GB,500gb hdd,intel hd graphics 620,Windows 10,2.1kg,11568914.438400002,1,1,2,Card onboard
Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4GB,1tb hdd,intel hd graphics 620,Windows 10,2.18kg,10527391.6704,1,1,2,Card onboard
Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,1tb hdd,amd radeon r5 m430,Windows 10,2.24kg,9053236.368,1,1,2,Khác
Dell,2 in 1 Convertible,15.6,Full HD / Touchscreen 1920x1080,Intel Core i5 8250U 1.6GHz,8GB,256gb ssd,intel uhd graphics 620,Windows 10,2.67kg,12802718.3328,1,1,1,Card onboard
Asus,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,Intel Core i7 8550U 1.8GHz,8GB,512gb ssd +  512gb ssd,intel uhd graphics 620,Windows 10,4.1kg,24019117.3728,1,2,1,Card onboard
HP,Notebook,17.3,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8GB,1tb hdd,nvidia geforce 930mx,Windows 10,2.5kg,16311848.889600001,1,2,2,Card rời
Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8GB,256gb ssd,intel uhd graphics 620,Windows 10,2.05kg,14100615.936,1,2,1,Card onboard
Apple,Ultrabook,13.3,IPS Panel Retina Display 2560x1600,Intel Core i5 2.9GHz,8GB,512gb ssd,intel iris graphics 550,macOS,1.37kg,31388291.54208,1,1,1,Card onboard
Asus,Gaming,17.3,Full HD 1920x1080,AMD Ryzen 1700 3GHz,16GB,256gb ssd +  1tb hdd,amd radeon rx 580,Windows 10,3.2kg,24820288.7328,2,other,0,Khác
Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8GB,256gb ssd,amd radeon 520,Linux,2.14kg,11778340.631904,1,2,1,Khác
Lenovo,2 in 1 Convertible,14,Touchscreen 2560x1440,Intel Core i7 6600U 2.6GHz,16GB,512gb ssd,intel hd graphics 520,Windows 10,1.36kg,40042544.5728,1,2,1,Card onboard
Toshiba,Notebook,15.6,1366x768,Intel Core i7 6500U 2.5GHz,8GB,500gb hdd,nvidia geforce 930m,Windows 10,2.2kg,13011022.886400001,1,2,2,Card rời
Dell,Notebook,15.6,1366x768,Intel Core i7 7500U 2.7GHz,12GB,1tb hdd,intel hd graphics 620,Windows 10,2.3kg,11425825.233504,1,2,2,Card onboard
Dell,Notebook,17.3,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8GB,128gb ssd +  1tb hdd,amd radeon 530,Linux,2.8kg,17609746.4928,1,2,0,Khác
Acer,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8GB,1tb hdd,nvidia geforce mx130,Windows 10,2.2kg,11937453.264,1,2,2,Card rời
Lenovo,Notebook,17.3,1600x900,Intel Core i3 6006U 2GHz,4GB,1tb hdd,intel hd graphics 520,Windows 10,2.8kg,7835455.9008,1,3,2,Card onboard
Lenovo,Notebook,17.3,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8GB,2tb hdd,nvidia geforce mx150,No OS,2.8kg,13603889.6928,1,2,2,Card rời
Lenovo,Notebook,17.3,1600x900,Intel Core i7 7500U 2.7GHz,6GB,128gb ssd +  1tb hdd,nvidia geforce 940mx,Windows 10,2.8kg,13764123.9648,1,2,0,Card rời
Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i3 6006U 2.0GHz,4GB,1tb hdd,amd radeon r5 m430,Linux,2.25kg,6858026.8416,1,3,2,Khác
Lenovo,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8GB,256gb ssd,nvidia geforce gtx 1050,Windows 10,2.5kg,13283421.1488,1,1,1,Card rời
Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,6GB,256gb ssd,intel hd graphics 620,Windows 10,2.2kg,9277564.3488,1,1,1,Card onboard
Acer,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8GB,256gb ssd,nvidia geforce mx150,Windows 10,3kg,15238279.2672,1,2,1,Card rời
Acer,Notebook,15.6,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,12GB,1tb hdd,intel hd graphics 620,Windows 10,2.15kg,10559438.524799999,1,2,2,Card onboard
Lenovo,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,256gb ssd,intel hd graphics 630,Windows 10,1.95kg,17577699.638400003,1,2,1,Card onboard
Asus,Ultrabook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256gb ssd,nvidia geforce 940mx,Windows 10,1.7kg,15654888.3744,1,1,1,Card rời
Lenovo,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,256gb ssd +  1tb hdd,nvidia geforce gtx 1050 ti,Windows 10,2.5kg,18891620.6688,1,2,0,Card rời
